2226	NP_416746.1	1	1	+	glpC	b2243	1	1191	anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster
2227	NP_416747.1	1	1	+	yfaD	b2244	1	900	transposase_31 family protein
2228	pseudo	1	1	+	ypaA	b4543	1	198	-
2229	NP_416748.1	1	1	-	rhmA	b2245	1	804	2-keto-3-deoxy-L-rhamnonate aldolase
2230	NP_416749.4	1	1	-	rhmT	b2246	1	1290	putative L-rhamnonate transporter
2231	NP_416750.2	1	1	-	rhmD	b2247	1	1206	L-rhamnonate dehydratase
2232	NP_416751.1	1	1	-	rhmR	b2248	1	783	putative DNA-binding transcriptional regulator for the rhm operon
2233	NP_416752.1	1	1	-	yfaY	b2249	1	1203	inactive PncC family protein
2234	NP_416753.4	1	1	-	yfaZ	b2250	1	543	outer membrane protein, putative porin
2235	NP_416754.1	1	1	+	nudI	b2251	1	426	nucleoside triphosphatase
2236	NP_416755.1	1	1	-	ais	b2252	1	603	putative LPS core heptose(II)-phosphate phosphatase
2237	NP_416756.5	1	1	+	arnB	b2253	1	1140	uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent
2238	NP_416757.1	1	1	+	arnC	b2254	1	969	undecaprenyl phosphate-L-Ara4FN transferase
2239	NP_416758.1	1	1	+	arnA	b2255	1	1983	fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase
2240	NP_416759.1	1	1	+	arnD	b2256	1	891	undecaprenyl phosphate-alpha-L-ara4FN deformylase
2241	NP_416760.1	1	1	+	arnT	b2257	1	1653	4-amino-4-deoxy-L-arabinose transferase
2242	YP_588462.1	1	1	+	arnE	b4544	1	336	undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit
2243	NP_416761.4	1	1	+	arnF	b2258	1	387	undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit
2244	NP_416762.2	1	1	-	pmrD	b2259	1	267	inactive two-component system connector protein
2245	NP_416763.1	1	1	-	menE	b2260	1	1356	O-succinylbenzoate-CoA ligase
2246	NP_416764.1	1	1	-	menC	b2261	1	963	O-succinylbenzoyl-CoA synthase
2247	NP_416765.1	1	1	-	menB	b2262	1	858	dihydroxynaphthoic acid synthetase
2248	NP_416766.1	1	1	-	menH	b2263	1	759	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase
2249	NP_416767.1	1	1	-	menD	b2264	1	1671	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase; SEPHCHC synthase
2250	NP_416768.4	1	1	-	menF	b2265	1	1296	isochorismate synthase 2
2251	NP_416769.1	1	1	-	elaB	b2266	1	306	putative membrane-anchored DUF883 family ribosome-binding protein
2252	NP_416770.1	1	1	-	elaA	b2267	1	462	GNAT family putative N-acetyltransferase
2253	NP_416771.4	1	1	+	rbn	b2268	1	918	RNase BN, tRNA processing enzyme
2254	NP_416772.1	1	1	+	elaD	b2269	1	1212	protease, capable of cleaving an AMC-ubiquitin model substrate
2255	NP_416773.1	1	1	-	yfbK	b2270	1	1728	Von Willebrand factor domain putative lipoprotein
2256	NP_416774.2	1	1	+	yfbL	b2271	1	972	putative M28A family peptidase
2257	NP_416775.1	1	1	+	yfbM	b2272	1	504	DUF1877 family protein
2258	NP_416776.1	1	1	-	yfbN	b2273	1	717	uncharacterized protein
2259	NP_416777.2	1	1	+	yfbO	b2274	1	423	uncharacterized protein
2260	NP_416778.2	1	1	+	yfbP	b2275	1	849	TPR-like repeats-containing protein
2261	NP_416779.2	1	1	-	nuoN	b2276	1	1458	NADH:ubiquinone oxidoreductase, membrane subunit N
2262	NP_416780.1	1	1	-	nuoM	b2277	1	1530	NADH:ubiquinone oxidoreductase, membrane subunit M
2263	NP_416781.1	1	1	-	nuoL	b2278	1	1842	NADH:ubiquinone oxidoreductase, membrane subunit L
2264	NP_416782.1	1	1	-	nuoK	b2279	1	303	NADH:ubiquinone oxidoreductase, membrane subunit K
2265	NP_416783.1	1	1	-	nuoJ	b2280	1	555	NADH:ubiquinone oxidoreductase, membrane subunit J
2266	NP_416784.1	1	1	-	nuoI	b2281	1	543	NADH:ubiquinone oxidoreductase, chain I
2267	NP_416785.1	1	1	-	nuoH	b2282	1	978	NADH:ubiquinone oxidoreductase, membrane subunit H
2268	NP_416786.4	1	1	-	nuoG	b2283	1	2727	NADH:ubiquinone oxidoreductase, chain G
2269	NP_416787.1	1	1	-	nuoF	b2284	1	1338	NADH:ubiquinone oxidoreductase, chain F
2270	NP_416788.1	1	1	-	nuoE	b2285	1	501	NADH:ubiquinone oxidoreductase, chain E
2271	NP_416789.2	1	1	-	nuoC	b2286	1	1791	NADH:ubiquinone oxidoreductase, fused CD subunit
2272	NP_416790.1	1	1	-	nuoB	b2287	1	663	NADH:ubiquinone oxidoreductase, chain B
2273	NP_416791.3	1	1	-	nuoA	b2288	1	444	NADH:ubiquinone oxidoreductase, membrane subunit A
2274	NP_416792.1	1	1	-	lrhA	b2289	1	939	transcriptional repressor of flagellar, motility and chemotaxis genes
2275	NP_416793.1	1	1	+	alaA	b2290	1	1218	glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase
2276	NP_416794.1	1	1	+	yfbR	b2291	1	600	5'-nucleotidase
2277	NP_416795.1	1	1	-	yfbS	b2292	1	1833	putative transporter
2278	NP_416796.2	1	1	-	yfbT	b2293	1	651	sugar phosphatas
2279	NP_416797.2	1	1	-	yfbU	b2294	1	495	UPF0304 family protein
2280	NP_416798.1	1	1	-	yfbV	b2295	1	456	UPF0208 family inner membrane protein
2281	NP_416799.1	1	1	+	ackA	b2296	1	1203	acetate kinase A and propionate kinase 2
2282	NP_416800.1	1	1	+	pta	b2297	1	2145	phosphate acetyltransferase
2283	NP_416801.2	1	1	+	yfcC	b2298	1	1521	putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein
2284	NP_416802.1	1	1	-	yfcD	b2299	1	543	putative NUDIX hydrolase
2285	NP_416803.3	1	1	-	yfcE	b2300	1	555	phosphodiesterase activity on bis-pNPP
2286	NP_416804.1	1	1	-	yfcF	b2301	1	645	glutathione S-transferase
2287	NP_416805.1	1	1	+	yfcG	b2302	1	648	GSH-dependent disulfide bond oxidoreductase
2288	NP_416806.1	1	1	+	folX	b2303	1	363	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase
2289	NP_416807.1	1	1	+	yfcH	b2304	1	894	putative NAD-dependent nucleotide-sugar epimerase
2290	NP_416808.1	1	1	-	yfcI	b2305	1	891	transposase_31 family protein
2291	NP_416809.1	1	1	-	hisP	b2306	1	774	histidine ABC transporter ATPase
2292	NP_416810.1	1	1	-	hisM	b2307	1	717	histidine ABC transporter permease
2293	NP_416811.1	1	1	-	hisQ	b2308	1	687	histidine ABC transporter permease
2294	NP_416812.1	1	1	-	hisJ	b2309	1	783	histidine ABC transporter periplasmic binding protein
2295	NP_416813.1	1	1	-	argT	b2310	1	783	lysine/arginine/ornithine transporter subunit
2296	NP_416814.1	1	1	-	ubiX	b2311	1	570	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
2297	NP_416815.1	1	1	-	purF	b2312	1	1518	amidophosphoribosyltransferase
2298	NP_416816.1	1	1	-	cvpA	b2313	1	489	colicin V production protein
2299	NP_416817.2	1	1	-	dedD	b2314	1	663	membrane-anchored periplasmic protein involved in septation
2300	NP_416818.1	1	1	-	folC	b2315	1	1269	bifunctional folylpolyglutamate synthase/ dihydrofolate synthase
2301	NP_416819.1	1	1	-	accD	b2316	1	915	acetyl-CoA carboxylase, beta (carboxyltransferase) subunit
2302	NP_416820.1	1	1	-	dedA	b2317	1	660	DedA family inner membrane protein
2303	NP_416821.1	1	1	-	truA	b2318	1	813	tRNA pseudouridine(38-40) synthase
2304	NP_416822.1	1	1	-	usg	b2319	1	1014	putative semialdehyde dehydrogenase
2305	NP_416823.1	1	1	-	pdxB	b2320	1	1137	erythronate-4-phosphate dehydrogenase
2306	NP_416824.1	1	1	+	flk	b2321	1	996	putative flagella assembly protein
2307	NP_416825.1	1	1	-	yfcJ	b2322	1	1179	putative arabinose efflux transporter
2308	NP_416826.1	1	1	-	fabB	b2323	1	1221	3-oxoacyl-[acyl-carrier-protein] synthase I
2309	NP_416827.4	1	1	+	mnmC	b2324	1	2007	fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme
2310	NP_416828.1	1	1	-	yfcL	b2325	1	279	uncharacterized protein
2311	NP_416829.1	1	1	-	epmC	b2326	1	549	Elongation Factor P Lys34 hydroxylase
2312	NP_416830.1	1	1	-	yfcA	b2327	1	810	TauE/TSUP family inner membrane protein
2313	NP_416831.1	1	1	-	mepA	b2328	1	825	murein DD-endopeptidase
2314	NP_416832.1	1	1	-	aroC	b2329	1	1086	chorismate synthase
2315	NP_416833.4	1	1	-	prmB	b2330	1	933	N5-glutamine methyltransferase
2316	NP_416834.1	1	1	+	smrB	b2331	1	552	putative DNA endonuclease
2317	NP_416835.2	1	1	-	yfcO	b2332	1	822	DUF2544 family putative outer membrane protein
2318	NP_416836.1	1	1	-	yfcP	b2333	1	540	putative fimbrial-like adhesin protein
2319	NP_416837.1	1	1	-	yfcQ	b2334	1	489	putative fimbrial-like adhesin protein
2320	NP_416838.1	1	1	-	yfcR	b2335	1	513	putative fimbrial-like adhesin protein
2321	NP_416839.1	1	1	-	yfcS	b2336	1	753	putative periplasmic pilin chaperone
2322	pseudo	1	1	-	yfcU	b4661	1	2646	-
2323	NP_416841.1	1	1	-	yfcV	b2339	1	564	putative fimbrial-like adhesin protein
2324	NP_416842.1	1	1	-	sixA	b2340	1	486	phosphohistidine phosphatase
2325	NP_416843.1	1	1	-	fadJ	b2341	1	2145	enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase
2326	NP_416844.1	1	1	-	fadI	b2342	1	1311	beta-ketoacyl-CoA thiolase, anaerobic, subunit
2327	NP_416845.2	1	1	-	yfcZ	b2343	1	285	UPF0381 family protein
2328	NP_416846.2	1	1	+	fadL	b2344	1	1341	long-chain fatty acid outer membrane transporter
2329	NP_416847.1	1	1	+	yfdF	b2345	1	1059	uncharacterized protein
2330	NP_416848.1	1	1	-	mlaA	b2346	1	756	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component
2331	NP_416849.1	1	1	+	yfdC	b2347	1	933	putative inner membrane protein
2332	NP_416850.1	1	1	+	intS	b2349	1	1158	CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase
2333	NP_416851.1	1	1	+	gtrA	b2350	1	363	CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase
2334	NP_416852.1	1	1	+	gtrB	b2351	1	921	CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase
2335	NP_416853.1	1	1	+	gtrS	b2352	1	1332	serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage
2336	pseudo	1	1	+	tfaS	b2353	1	291	-
2337	NP_416855.1	1	1	-	yfdK	b2354	1	441	CPS-53 (KpLE1) prophage; conserved protein
2338	pseudo	1	1	-	yfdL	b2355	1	579	-
2339	pseudo	1	1	-	yfdM	b2356	1	270	-
2340	NP_416858.1	1	1	-	yfdN	b2357	1	495	CPS-53 (KpLE1) prophage; uncharacterized protein
2341	pseudo	1	1	-	oweS	b2358	1	708	-
2342	NP_416860.4	1	1	+	yfdP	b2359	1	363	CPS-53 (KpLE1) prophage; uncharacterized protein
2343	NP_416861.1	1	1	+	yfdQ	b2360	1	825	CPS-53 (KpLE1) prophage; uncharacterized protein
2344	NP_416862.2	1	1	+	yfdR	b2361	1	537	CPS-53 (KpLE1) prophage; conserved protein
2345	NP_416863.1	1	1	+	yfdS	b2362	1	363	CPS-53 (KpLE1) prophage; uncharacterized protein
2346	NP_416864.1	1	1	+	yfdT	b2363	1	306	CPS-53 (KpLE1) prophage; uncharacterized protein
2347	pseudo	1	1	+	ypdJ	b4545	1	51	-
2348	YP_588463.1	1	1	+	torI	b4501	1	201	response regulator inhibitor for tor operon
2349	NP_416865.1	1	1	-	dsdC	b2364	1	936	dsd operon activator; autorepressor
2350	NP_416866.1	1	1	+	dsdX	b2365	1	1338	D-serine transporter
2351	NP_416867.1	1	1	+	dsdA	b2366	1	1329	D-serine dehydratase
2352	NP_416868.1	1	1	-	emrY	b2367	1	1539	putative multidrug efflux system
2353	NP_416869.1	1	1	-	emrK	b2368	1	1164	multidrug resistance efflux pump membrane fusion protein
2354	NP_416870.1	1	1	+	evgA	b2369	1	615	response regulator in two-component regulatory system with EvgS
2355	NP_416871.1	1	1	+	evgS	b2370	1	3594	hybrid sensory histidine kinase in two-component regulatory system with EvgA
2356	NP_416872.4	1	1	-	yfdE	b2371	1	1146	acetyl-CoA:oxalate CoA-transferase
2357	NP_416873.1	1	1	-	yfdV	b2372	1	945	putative transporter
2358	NP_416874.1	1	1	-	oxc	b2373	1	1695	oxalyl CoA decarboxylase, ThDP-dependent
2359	NP_416875.1	1	1	-	frc	b2374	1	1251	formyl-CoA transferase, NAD(P)-binding
2360	NP_416876.1	1	1	-	yfdX	b2375	1	636	uncharacterized protein
2361	NP_416877.1	1	1	+	ypdI	b2376	1	276	putative lipoprotein involved in colanic acid biosynthesis
2362	NP_416878.1	1	1	-	yfdY	b2377	1	243	DUF2545 family putative inner membrane protein
2363	NP_416879.4	1	1	+	lpxP	b2378	1	921	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase
2364	YP_002791250.1	1	1	+	ypdK	b4680	1	72	inner membrane protein
2365	NP_416880.1	1	1	-	alaC	b2379	1	1239	glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase
2366	NP_416881.1	1	1	+	ypdA	b2380	1	1698	sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system
2367	NP_416882.1	1	1	+	ypdB	b2381	1	735	response regulator activating yhjX; pyruvate-responsive YpdAB two-component system
2368	NP_416883.1	1	1	+	ypdC	b2382	1	858	putative DNA-binding protein
2369	NP_416884.1	1	1	-	fryA	b2383	1	2496	putative PTS enzyme: Hpr, enzyme I and IIA components
2370	NP_416885.1	1	1	-	ypdE	b2384	1	1038	aminopeptidase
2371	NP_416886.1	1	1	-	ypdF	b2385	1	1086	Xaa-Pro aminopeptidase
2372	NP_416887.1	1	1	-	fryC	b2386	1	1248	putative enzyme IIC component of PTS
2373	NP_416888.1	1	1	-	fryB	b2387	1	327	putative enzyme IIB component of PTS
2374	NP_416889.1	1	1	-	glk	b2388	1	966	glucokinase
2375	NP_416890.1	1	1	+	yfeO	b2389	1	1257	putative ion channel protein
2376	NP_416891.1	1	1	+	ypeC	b2390	1	327	DUF2502 family putative periplasmic protein
2377	NP_416893.1	1	1	-	mntH	b2392	1	1239	manganese/divalent cation transporter
2378	NP_416894.1	1	1	+	nupC	b2393	1	1203	nucleoside (except guanosine) transporter
2379	NP_416895.2	1	1	+	insL1	b2394	1	1113	IS186 transposase
2380	NP_416896.4	1	1	-	yfeA	b2395	1	2190	putative diguanylate cyclase
2381	NP_416897.2	1	1	+	yfeC	b2398	1	345	DUF1323 family putative DNA-binding protein
2382	NP_416898.3	1	1	+	yfeD	b2399	1	393	DUF1323 family putative DNA-binding protein
2383	NP_416899.1	1	1	-	gltX	b2400	1	1416	glutamyl-tRNA synthetase
2384	NP_416900.1	1	1	-	xapR	b2405	1	885	transcriptional activator of xapAB
2385	NP_416901.1	1	1	-	xapB	b2406	1	1257	xanthosine transporter
2386	NP_416902.1	1	1	-	xapA	b2407	1	834	purine nucleoside phosphorylase 2; nicotinamide 1-beta-D-riboside synthase
2387	NP_416903.1	1	1	+	yfeN	b2408	1	765	putative outer membrane protein
2388	NP_416904.1	1	1	-	yfeR	b2409	1	927	transcriptional regulator of yefH
2389	NP_416905.1	1	1	+	yfeH	b2410	1	999	putative inorganic ion transporter
2390	YP_588464.1	1	1	-	ypeB	b4546	1	219	DUF3820 family protein
2391	NP_416906.1	1	1	-	ligA	b2411	1	2016	DNA ligase, NAD(+)-dependent
2392	NP_416907.1	1	1	-	zipA	b2412	1	987	FtsZ stabilizer
2393	NP_416908.1	1	1	+	cysZ	b2413	1	762	sulfate transporter, sulfite inhibited
2394	NP_416909.1	1	1	+	cysK	b2414	1	972	cysteine synthase A, O-acetylserine sulfhydrolase A subunit
2395	NP_416910.1	1	1	+	ptsH	b2415	1	258	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)
2396	NP_416911.1	1	1	+	ptsI	b2416	1	1728	PEP-protein phosphotransferase of PTS system (enzyme I)
2397	NP_416912.1	1	1	+	crr	b2417	1	510	glucose-specific enzyme IIA component of PTS
2398	NP_416913.1	1	1	-	pdxK	b2418	1	852	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase
2399	NP_416914.1	1	1	+	yfeK	b2419	1	375	uncharacterized protein
2400	NP_416915.1	1	1	+	yfeS	b2420	1	735	WGR domain protein
2401	NP_416916.1	1	1	-	cysM	b2421	1	912	cysteine synthase B (O-acetylserine sulfhydrolase B)
2402	NP_416917.1	1	1	-	cysA	b2422	1	1098	sulfate/thiosulfate transporter subunit
2403	YP_026168.2	1	1	-	cysW	b2423	1	876	sulfate/thiosulfate ABC transporter permease
2404	NP_416919.1	1	1	-	cysU	b2424	1	834	sulfate/thiosulfate ABC transporter permease
2405	NP_416920.1	1	1	-	cysP	b2425	1	1017	thiosulfate-binding protein
2406	NP_416921.4	1	1	-	ucpA	b2426	1	792	furfural resistance protein, putative short-chain oxidoreductase
2407	NP_416922.1	1	1	-	murR	b2427	1	858	repressor for murPQ, MurNAc 6-P inducible
2408	NP_416923.1	1	1	+	murQ	b2428	1	897	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase
2409	NP_416924.1	1	1	+	murP	b2429	1	1425	N-acetylmuramic acid permease, EIIBC component, PTS system
2410	NP_416925.2	1	1	+	yfeW	b2430	1	1305	penicillin binding protein PBP4B; weak DD-carboxypeptidase activity
2411	NP_416926.4	1	1	-	yfeX	b2431	1	900	porphyrinogen oxidase, cytoplasmic
2412	NP_416927.1	1	1	-	yfeY	b2432	1	576	RpoE-regulated lipoprotein
2413	NP_416928.4	1	1	-	yfeZ	b2433	1	450	inner membrane protein
2414	NP_416929.4	1	1	-	ypeA	b2434	1	426	GNAT family putative N-acetyltransferase
2415	NP_416930.1	1	1	+	amiA	b2435	1	870	N-acetylmuramoyl-l-alanine amidase I
2416	NP_416931.1	1	1	+	hemF	b2436	1	900	coproporphyrinogen III oxidase
2417	NP_416932.1	1	1	-	eutR	b2437	1	1053	eut operon transcriptional activator, AraC family
2418	NP_416933.4	1	1	-	eutK	b2438	1	501	putative ethanol utilization carboxysome structural protein
2419	NP_416934.1	1	1	-	eutL	b2439	1	660	putative ethanol utilization carboxysome structural protein
2420	NP_416935.1	1	1	-	eutC	b2440	1	888	ethanolamine ammonia-lyase, small subunit (light chain)
2421	NP_416936.4	1	1	-	eutB	b2441	1	1362	ethanolamine ammonia-lyase, large subunit, heavy chain
2422	NP_416937.2	1	1	+	intZ	b2442	1	1209	CPZ-55 prophage; putative phage integrase
2423	NP_416938.1	1	1	+	yffL	b2443	1	642	CPZ-55 prophage; uncharacterized protein
2424	NP_416939.1	1	1	+	yffM	b2444	1	246	CPZ-55 prophage; uncharacterized protein
2425	NP_416940.2	1	1	+	yffN	b2445	1	369	CPZ-55 prophage; uncharacterized protein
2426	NP_416941.1	1	1	+	yffO	b2446	1	417	CPZ-55 prophage; uncharacterized protein
2427	NP_416942.1	1	1	+	yffP	b2447	1	594	CPZ-55 prophage; uncharacterized protein
2428	NP_416943.2	1	1	+	yffQ	b2448	1	378	CPZ-55 prophage; uncharacterized protein
2429	NP_416944.1	1	1	+	yffR	b2449	1	393	CPZ-55 prophage; uncharacterized protein
2430	NP_416945.2	1	1	+	yffS	b2450	1	810	CPZ-55 prophage; uncharacterized protein
2431	NP_416946.1	1	1	-	eutA	b2451	1	1404	reactivating factor for ethanolamine ammonia lyase
2432	NP_416947.1	1	1	-	eutH	b2452	1	1227	ethanolamine transporter
2433	NP_416948.4	1	1	-	eutG	b2453	1	1188	ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase
2434	NP_416949.1	1	1	-	eutJ	b2454	1	837	ethanolamine utilization protein, HSP70/actin superfamily protein
2435	NP_416950.1	1	1	-	eutE	b2455	1	1404	aldehyde oxidoreductase, ethanolamine utilization protein
2436	NP_416951.1	1	1	-	eutN	b2456	1	288	Ethanolamine catabolic microcompartment shell protein
2437	NP_416952.2	1	1	-	eutM	b2457	1	294	ethanolamine utilization protein, putative carboxysome structural protein
2438	NP_416953.1	1	1	-	eutD	b2458	1	1017	phosphate acetyltransferase
2439	NP_416954.1	1	1	-	eutT	b2459	1	804	cobalamin adenosyltransferase involved in ethanolamine utilization
2440	NP_416955.1	1	1	-	eutQ	b2460	1	702	RmlC-like cupin domain protein
2441	NP_416956.1	1	1	-	eutP	b2461	1	480	putative P-loop NTPase ethanolamine utilization protein
2442	NP_416957.4	1	1	-	eutS	b2462	1	336	putative ethanol utilization carboxysome structural protein
2443	NP_416958.1	1	1	-	maeB	b2463	1	2280	malic enzyme: putative oxidoreductase/phosphotransacetylase
2444	NP_416959.1	1	1	+	talA	b2464	1	951	transaldolase A
2445	NP_416960.1	1	1	+	tktB	b2465	1	2004	transketolase 2, thiamine triphosphate-binding
2446	NP_416961.1	1	1	-	ypfG	b2466	1	1044	DUF1176 family protein
2447	NP_416962.1	1	1	-	nudK	b2467	1	576	GDP-mannose pyrophosphatase
2448	NP_416963.1	1	1	-	aegA	b2468	1	1980	putative oxidoreductase, FeS binding subunit/NAD/FAD-binding subunit
2449	NP_416964.1	1	1	+	narQ	b2469	1	1701	sensory histidine kinase in two-component regulatory system with NarP
2450	NP_416965.1	1	1	+	acrD	b2470	1	3114	aminoglycoside/multidrug efflux system
2451	YP_001165325.1	1	1	-	ypfM	b4606	1	60	stress-induced small enterobacterial protein
2452	NP_416966.1	1	1	+	yffB	b2471	1	357	putative ArsC family reductase
2453	NP_416967.1	1	1	+	dapE	b2472	1	1128	N-succinyl-diaminopimelate deacylase
2454	YP_588465.1	1	1	+	ypfN	b4547	1	201	putative membrane protein, UPF0370 family
2455	NP_416968.2	1	1	-	ypfH	b2473	1	699	palmitoyl-CoA esterase activity, uncertain physiological substrate
2456	NP_416969.1	1	1	-	tmcA	b2474	1	2016	elongator methionine tRNA (ac4C34) acetyltransferase
2457	NP_416970.1	1	1	-	ypfJ	b2475	1	864	putative neutral zinc metallopeptidase
2458	NP_416971.1	1	1	-	purC	b2476	1	714	phosphoribosylaminoimidazole-succinocarboxamide synthetase
2459	NP_416972.4	1	1	-	bamC	b2477	1	1035	BamABCDE complex OM biogenesis lipoprotein
2460	NP_416973.1	1	1	-	dapA	b2478	1	879	dihydrodipicolinate synthase
2461	NP_416974.4	1	1	+	gcvR	b2479	1	573	transcriptional repressor, regulatory protein accessory to GcvA
2462	NP_416975.1	1	1	+	bcp	b2480	1	471	peroxiredoxin; thiol peroxidase, thioredoxin-dependent
2463	NP_416976.4	1	1	+	hyfA	b2481	1	618	hydrogenase 4, 4Fe-4S subunit
2464	NP_416977.1	1	1	+	hyfB	b2482	1	2019	hydrogenase 4, membrane subunit
2465	NP_416978.4	1	1	+	hyfC	b2483	1	948	hydrogenase 4, membrane subunit
2466	NP_416979.1	1	1	+	hyfD	b2484	1	1440	hydrogenase 4, membrane subunit
2467	NP_416980.1	1	1	+	hyfE	b2485	1	651	hydrogenase 4, membrane subunit
2468	NP_416981.1	1	1	+	hyfF	b2486	1	1581	hydrogenase 4, membrane subunit
2469	NP_416982.1	1	1	+	hyfG	b2487	1	1668	hydrogenase 4, subunit
2470	NP_416983.1	1	1	+	hyfH	b2488	1	546	hydrogenase 4, Fe-S subunit
2471	NP_416984.1	1	1	+	hyfI	b2489	1	759	hydrogenase 4, Fe-S subunit
2472	NP_416985.4	1	1	+	hyfJ	b2490	1	414	putative processing element hydrogenase 4
2473	NP_416986.4	1	1	+	hyfR	b2491	1	2013	hydrogenase-4 transcriptional activator
2474	NP_416987.1	1	1	+	focB	b2492	1	849	putative formate transporter
2475	NP_416988.1	1	1	-	yfgO	b2493	1	1062	putative UPF0118 family inner membrane permease
2476	NP_416989.1	1	1	+	bepA	b2494	1	1464	OM protein maintenance and assembly metalloprotease and chaperone, periplasmic
2477	NP_416990.1	1	1	+	yfgD	b2495	1	360	putative oxidoreductase
2478	NP_416991.2	1	1	-	hda	b2496	1	702	ATPase regulatory factor involved in DnaA inactivation
2479	NP_416992.1	1	1	-	uraA	b2497	1	1290	uracil permease
2480	NP_416993.2	1	1	-	upp	b2498	1	627	uracil phosphoribosyltransferase
2481	NP_416994.1	1	1	+	purM	b2499	1	1038	phosphoribosylaminoimidazole synthetase
2482	NP_416995.1	1	1	+	purN	b2500	1	639	phosphoribosylglycinamide formyltransferase 1
2483	NP_416996.1	1	1	+	ppk	b2501	1	2067	polyphosphate kinase, component of RNA degradosome
2484	NP_416997.1	1	1	+	ppx	b2502	1	1542	exopolyphosphatase
2485	NP_416998.1	1	1	-	yfgF	b2503	1	2244	cyclic-di-GMP phosphodiesterase, anaerobic
2486	NP_416999.1	1	1	+	yfgG	b2504	1	192	uncharacterized protein
2487	NP_417000.1	1	1	+	yfgH	b2505	1	519	outer membrane integrity lipoprotein
2488	NP_417001.1	1	1	+	yfgI	b2506	1	540	nalidixic acid resistance protein, putative periplasmic protein
2489	NP_417002.1	1	1	-	guaA	b2507	1	1578	GMP synthetase (glutamine aminotransferase)
2490	NP_417003.1	1	1	-	guaB	b2508	1	1467	IMP dehydrogenase
2491	NP_417004.1	1	1	+	xseA	b2509	1	1371	exonuclease VII, large subunit
2492	NP_417005.2	1	1	-	yfgJ	b2510	1	216	DUF1407 family protein
2493	NP_417006.2	1	1	-	der	b2511	1	1473	GTPase; multicopy suppressor of ftsJ
2494	NP_417007.1	1	1	-	bamB	b2512	1	1179	BamABCDE complex OM biogenesis lipoprotein
2495	NP_417008.1	1	1	-	yfgM	b2513	1	621	ancillary SecYEG translocon subunit; putative anti-RcsB factor
2496	NP_417009.1	1	1	-	hisS	b2514	1	1275	histidyl tRNA synthetase
2497	NP_417010.1	1	1	-	ispG	b2515	1	1119	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
2498	NP_417011.1	1	1	-	rodZ	b2516	1	1014	MreB assembly cytoskeletal protein
2499	NP_417012.1	1	1	-	rlmN	b2517	1	1155	dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent
2500	NP_417013.1	1	1	-	ndk	b2518	1	432	multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase
2501	NP_417014.1	1	1	-	pbpC	b2519	1	2313	penicillin-insensitive murein repair transglycosylase; inactive transpeptidase domain protein
2502	NP_417015.1	1	1	-	yfhM	b2520	1	4962	bacterial alpha2-macroglobulin colonization factor ECAM; anti-host protease defense factor; periplasmic inner membrane-anchored lipoprotein
2503	NP_417016.4	1	1	+	sseA	b2521	1	846	3-mercaptopyruvate sulfurtransferase
2504	NP_417017.4	1	1	-	sseB	b2522	1	777	rhodanase-like enzyme, sulfur transfer from thiosulfate
2505	NP_417018.4	1	1	-	pepB	b2523	1	1284	aminopeptidase B
2506	NP_417019.1	1	1	-	iscX	b2524	1	201	Fe(2+) donor and activity modulator for cysteine desulfurase
2507	NP_417020.1	1	1	-	fdx	b2525	1	336	[2Fe-2S] ferredoxin
2508	NP_417021.1	1	1	-	hscA	b2526	1	1851	DnaK-like molecular chaperone specific for IscU
